,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
7962,0.069203325,68.0,0.0,0.420616905,7488.0,13.0,0.0,1.0,0.0,3.0,0
7963,0.46709109,33.0,0.0,0.280619897,6000.0,8.0,0.0,1.0,0.0,2.0,0
7964,0.199137271,75.0,0.0,0.5433006539999999,4895.0,13.0,0.0,2.0,0.0,0.0,0
7965,0.027335322000000002,57.0,0.0,2307.0,0.0,16.0,0.0,1.0,0.0,0.0,0
7966,0.262270181,42.0,0.0,2269.0,5400.0,3.0,0.0,1.0,0.0,0.0,0
7967,0.153541809,70.0,0.0,2668.0,5400.0,12.0,0.0,2.0,0.0,1.0,0
7968,0.616625558,48.0,2.0,0.647070586,5000.0,22.0,0.0,2.0,0.0,3.0,0
7969,0.126899109,55.0,0.0,0.33303108800000003,7719.0,8.0,0.0,1.0,0.0,0.0,0
7970,0.0,69.0,0.0,58.0,5400.0,4.0,0.0,0.0,0.0,0.0,0
7971,0.6731895440000001,35.0,0.0,0.424098921,3800.0,5.0,0.0,1.0,0.0,0.0,0
7972,0.062290154,68.0,0.0,0.04373102,11524.0,7.0,0.0,0.0,0.0,0.0,0
7973,0.08055286,56.0,1.0,0.406656192,7000.0,8.0,0.0,2.0,0.0,0.0,0
7974,0.0,53.0,0.0,0.229628014,9166.0,9.0,0.0,1.0,0.0,2.0,0
7975,0.012476293000000001,43.0,0.0,0.0054748869999999995,4200.0,5.0,0.0,0.0,0.0,0.0,0
7976,0.040747963,62.0,0.0,0.384196185,1100.0,5.0,0.0,1.0,0.0,0.0,0
7977,0.9999998999999999,34.0,0.0,0.21819147100000003,5650.0,1.0,2.0,0.0,1.0,3.0,0
7978,0.0,94.0,0.0,0.0,3000.0,5.0,0.0,0.0,0.0,0.0,0
7979,0.0,42.0,0.0,2122.0,5400.0,5.0,0.0,1.0,0.0,0.0,0
7980,0.498957324,63.0,0.0,1.333161689,1941.0,17.0,0.0,2.0,0.0,0.0,0
7981,0.09290709300000001,23.0,0.0,0.002150538,929.0,2.0,0.0,0.0,0.0,0.0,0
7982,0.673093688,65.0,3.0,0.34004217,5216.0,10.0,0.0,1.0,0.0,0.0,0
7983,0.650180274,62.0,0.0,0.929360695,2533.0,8.0,0.0,1.0,0.0,0.0,0
7984,0.004856753,63.0,0.0,2078.0,5400.0,11.0,0.0,2.0,0.0,0.0,0
7985,0.085448791,56.0,0.0,1343.0,5400.0,7.0,0.0,1.0,0.0,1.0,0
7986,0.008499823,50.0,0.0,2832.0,5400.0,6.0,0.0,2.0,0.0,0.0,0
7987,0.132447567,46.0,0.0,0.085628349,10638.0,6.0,0.0,0.0,0.0,2.0,0
7988,0.5892205389999999,74.0,0.0,2616.0,5400.0,6.0,0.0,2.0,0.0,0.0,0
7989,0.041338362999999996,79.0,0.0,0.016100179,3912.0,15.0,0.0,0.0,0.0,0.0,0
7990,0.024242777000000004,53.0,0.0,0.042192922,7204.0,2.0,0.0,0.0,0.0,0.0,0
7991,0.153709804,71.0,0.0,0.743567753,2331.0,5.0,0.0,2.0,0.0,0.0,0
7992,0.9999998999999999,52.0,0.0,0.7538048340000001,2233.0,3.0,2.0,1.0,0.0,2.0,0
7993,0.007666241,82.0,0.0,0.005136986,583.0,7.0,0.0,0.0,0.0,0.0,0
7994,0.11131304,26.0,0.0,0.10272071099999999,1800.0,2.0,0.0,0.0,0.0,0.0,0
7995,0.0,79.0,0.0,0.0,5400.0,3.0,0.0,0.0,0.0,0.0,0
7996,0.103262294,51.0,1.0,0.37318110600000004,13400.0,6.0,0.0,2.0,0.0,2.0,0
7997,0.062204752,48.0,1.0,0.10522443,17666.0,9.0,0.0,1.0,0.0,2.0,0
7998,0.013239868,60.0,0.0,0.20469966399999998,14000.0,10.0,0.0,1.0,0.0,1.0,0
7999,0.11359697099999999,45.0,0.0,0.316323819,18812.0,11.0,0.0,2.0,0.0,2.0,0
8000,0.276648223,71.0,0.0,1.0094062320000001,1700.0,8.0,0.0,1.0,0.0,0.0,0
8001,0.0008766589999999999,40.0,0.0,0.202640209,11892.0,13.0,0.0,2.0,0.0,0.0,0
8002,0.125679169,57.0,2.0,2402.0,5400.0,14.0,0.0,1.0,0.0,0.0,0
8003,0.981818182,28.0,1.0,0.19963647399999998,3300.0,5.0,0.0,0.0,1.0,3.0,0
8004,0.045604679,47.0,0.0,1.4127594159999999,1300.0,7.0,0.0,1.0,0.0,0.0,0
8005,0.323280507,60.0,0.0,0.566333383,6700.0,9.0,0.0,2.0,0.0,1.0,1
8006,0.0037237109999999998,67.0,0.0,0.004553734,1097.0,8.0,0.0,0.0,0.0,0.0,0
8007,0.9999998999999999,54.0,0.0,0.012332245,2756.0,1.0,0.0,0.0,1.0,0.0,1
8008,0.965812716,51.0,2.0,0.297266328,12217.0,12.0,0.0,1.0,0.0,3.0,0
8009,0.833731428,55.0,0.0,0.45968267799999996,4600.0,6.0,0.0,1.0,0.0,0.0,0
8010,0.14282187400000002,31.0,1.0,34.0,5400.0,5.0,1.0,0.0,0.0,0.0,0
8011,0.0,48.0,0.0,1729.0,5400.0,7.0,0.0,1.0,0.0,0.0,0
8012,0.085742772,63.0,0.0,702.0,5400.0,7.0,0.0,1.0,0.0,0.0,0
8013,0.8312298029999999,48.0,2.0,0.521291075,5142.0,10.0,0.0,2.0,0.0,0.0,0
8014,0.022494679,52.0,0.0,0.4695102,9166.0,12.0,0.0,2.0,0.0,1.0,0
8015,0.68752314,47.0,0.0,0.7718812490000001,6500.0,6.0,0.0,2.0,0.0,0.0,0
8016,0.014952992,60.0,0.0,0.006718925,3571.0,6.0,0.0,0.0,0.0,0.0,0
8017,0.046891496,78.0,0.0,0.037437005,8333.0,13.0,0.0,0.0,0.0,0.0,0
8018,0.36899798799999994,35.0,0.0,0.217165899,1735.0,7.0,0.0,0.0,0.0,0.0,0
8019,0.04775618,48.0,0.0,0.011291461000000001,1416.0,2.0,0.0,0.0,0.0,2.0,0
8020,0.45176649799999996,30.0,2.0,0.32229719100000004,6372.0,8.0,0.0,2.0,0.0,0.0,0
8021,0.00103696,63.0,0.0,2263.0,5400.0,6.0,0.0,1.0,0.0,0.0,0
8022,0.028156099999999996,62.0,0.0,0.164159345,8308.0,8.0,0.0,1.0,0.0,0.0,0
8023,0.10235433099999999,43.0,0.0,0.364658835,4000.0,4.0,0.0,1.0,0.0,0.0,0
8024,0.011503806,80.0,1.0,0.5286878939999999,6500.0,17.0,0.0,1.0,0.0,0.0,0
8025,0.637362002,48.0,0.0,0.20390893699999998,18316.0,17.0,0.0,1.0,1.0,3.0,0
8026,0.00340351,80.0,0.0,0.001666111,3000.0,10.0,0.0,0.0,0.0,0.0,0
8027,0.069174204,49.0,1.0,0.521504651,7416.0,18.0,0.0,3.0,1.0,0.0,1
8028,0.263473054,23.0,0.0,0.112565445,1527.0,2.0,0.0,0.0,0.0,0.0,0
8029,0.046289225999999996,32.0,0.0,0.445310938,5000.0,8.0,0.0,1.0,0.0,1.0,0
8030,0.59906091,57.0,0.0,0.40042735,2339.0,4.0,0.0,0.0,0.0,1.0,0
8031,0.092714115,58.0,0.0,0.20408457100000002,41668.0,10.0,0.0,4.0,0.0,0.0,0
8032,0.105705011,34.0,0.0,0.297646516,6500.0,4.0,0.0,1.0,0.0,2.0,0
8033,0.552894212,22.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0
8034,0.7464769440000001,44.0,0.0,0.565789474,8435.0,8.0,0.0,2.0,0.0,1.0,0
8035,0.634130247,31.0,0.0,0.371001986,14600.0,14.0,0.0,3.0,0.0,3.0,0
8036,0.519881668,63.0,0.0,4413.0,5400.0,15.0,0.0,2.0,0.0,2.0,0
8037,0.0,71.0,0.0,0.747846065,1740.0,8.0,0.0,1.0,0.0,0.0,0
8038,0.9999998999999999,56.0,0.0,340.0,5400.0,5.0,0.0,0.0,1.0,0.0,0
8039,0.9999998999999999,22.0,0.0,0.0,4833.0,1.0,0.0,0.0,0.0,0.0,0
8040,0.014451426000000002,51.0,0.0,0.14010616,8100.0,10.0,0.0,1.0,0.0,0.0,0
8041,0.506483453,58.0,0.0,3137.0,5400.0,9.0,0.0,1.0,0.0,0.0,0
8042,0.12359974800000001,64.0,0.0,0.337332191,3500.0,9.0,0.0,1.0,0.0,0.0,0
8043,0.71996488,69.0,0.0,2.556569343,547.0,7.0,0.0,1.0,0.0,0.0,0
8044,0.240231823,68.0,2.0,5253.0,5400.0,8.0,0.0,2.0,0.0,0.0,0
8045,0.0,28.0,1.0,0.678431373,764.0,4.0,0.0,0.0,0.0,0.0,0
8046,0.0,59.0,0.0,1475.0,5400.0,9.0,0.0,1.0,0.0,0.0,0
8047,0.07215711400000001,72.0,0.0,0.80305108,5833.0,10.0,0.0,4.0,0.0,0.0,0
8048,0.002554875,43.0,0.0,0.246523043,3666.0,20.0,0.0,0.0,0.0,2.0,0
8049,0.043810249,62.0,0.0,0.274118714,18750.0,14.0,0.0,1.0,0.0,0.0,0
8050,0.13467095199999998,55.0,0.0,0.19957700399999997,10401.0,5.0,0.0,2.0,0.0,1.0,0
8051,0.087260849,57.0,0.0,1699.0,5400.0,3.0,0.0,1.0,0.0,0.0,0
8052,0.9999998999999999,47.0,0.0,3175.0,5400.0,10.0,0.0,1.0,0.0,0.0,0
8053,0.8223552890000001,61.0,1.0,0.148712268,3610.0,3.0,3.0,0.0,0.0,0.0,0
8054,0.22675464899999997,38.0,0.0,0.261435929,3300.0,4.0,0.0,0.0,0.0,0.0,0
8055,0.09503514699999999,61.0,0.0,1.0575357840000001,3562.0,13.0,0.0,3.0,0.0,0.0,0
8056,0.6599808979999999,58.0,0.0,0.567608098,4000.0,11.0,0.0,1.0,0.0,2.0,0
8057,0.178830353,61.0,0.0,0.28527937,11167.0,7.0,0.0,2.0,0.0,1.0,0
8058,0.16479176,57.0,0.0,0.016208393999999997,6909.0,2.0,0.0,0.0,0.0,0.0,0
8059,0.191041195,42.0,0.0,0.35252731,5400.0,12.0,0.0,1.0,0.0,0.0,0
8060,0.0054241540000000005,46.0,0.0,0.014376996999999999,625.0,5.0,0.0,0.0,0.0,1.0,1
8061,0.25274529100000004,63.0,1.0,2290.0,5400.0,7.0,0.0,1.0,0.0,0.0,1
8062,0.9999998999999999,35.0,0.0,0.703599153,4250.0,8.0,0.0,2.0,0.0,0.0,0
8063,0.13732238800000002,42.0,0.0,0.48976608200000005,6155.0,15.0,0.0,2.0,0.0,3.0,0
8064,0.9999998999999999,38.0,0.0,0.587804065,3000.0,4.0,3.0,1.0,1.0,0.0,1
8065,0.303051151,53.0,1.0,0.323683816,13333.0,12.0,0.0,2.0,0.0,0.0,0
8066,0.0,53.0,0.0,0.956521739,3334.0,12.0,0.0,2.0,0.0,1.0,0
8067,0.638104472,56.0,0.0,0.659805939,3400.0,4.0,0.0,1.0,0.0,1.0,0
8068,0.229786374,53.0,0.0,1805.0,5400.0,4.0,0.0,1.0,0.0,0.0,0
8069,0.088675243,62.0,0.0,111.0,5400.0,4.0,0.0,0.0,0.0,0.0,0
8070,0.572324438,50.0,0.0,1.052171197,3200.0,12.0,0.0,1.0,0.0,3.0,0
8071,0.0,72.0,0.0,0.001363791,2932.0,1.0,0.0,0.0,0.0,1.0,0
8072,0.22085592899999998,42.0,2.0,0.18130311600000001,6000.0,10.0,0.0,0.0,0.0,3.0,0
8073,0.0,51.0,0.0,0.26549106,4082.0,3.0,0.0,1.0,0.0,1.0,0
8074,0.32780633,40.0,0.0,0.37230914,8500.0,9.0,0.0,2.0,0.0,0.0,0
8075,0.20716178100000002,47.0,0.0,0.36037844,6975.0,10.0,0.0,1.0,0.0,4.0,0
8076,0.976835335,52.0,0.0,0.21619595100000003,4000.0,7.0,0.0,0.0,0.0,1.0,0
8077,0.007848675,90.0,0.0,0.20794801300000001,4000.0,14.0,0.0,0.0,0.0,0.0,0
8078,0.068983965,33.0,0.0,0.073692631,10000.0,10.0,0.0,0.0,0.0,0.0,0
8079,0.465521089,47.0,0.0,4085.0,5400.0,8.0,0.0,1.0,0.0,0.0,0
8080,0.086723668,60.0,0.0,0.492236025,7083.0,8.0,0.0,1.0,0.0,1.0,0
8081,0.078945528,38.0,0.0,0.20621991899999997,2700.0,5.0,0.0,0.0,0.0,3.0,0
8082,0.770097611,37.0,0.0,0.136582168,4575.0,9.0,0.0,0.0,0.0,0.0,0
8083,0.9999998999999999,49.0,0.0,694.0,5400.0,3.0,0.0,1.0,0.0,0.0,0
8084,0.082542938,43.0,3.0,0.178564287,5000.0,17.0,0.0,0.0,1.0,3.0,0
8085,0.25434913,31.0,0.0,1532.0,5400.0,9.0,0.0,0.0,0.0,0.0,0
8086,0.9037604920000001,61.0,0.0,0.30821102699999997,10083.0,8.0,0.0,1.0,0.0,2.0,0
8087,0.0,62.0,0.0,0.066692554,10300.0,7.0,0.0,0.0,0.0,0.0,0
8088,0.015588613999999999,53.0,0.0,0.00579884,5000.0,8.0,0.0,0.0,0.0,0.0,0
8089,0.770076894,51.0,0.0,0.595958481,9055.0,9.0,0.0,3.0,0.0,1.0,0
8090,0.9999998999999999,24.0,1.0,0.037912673,4694.0,1.0,2.0,0.0,0.0,0.0,1
8091,0.9999998999999999,80.0,0.0,0.0,3450.0,0.0,0.0,0.0,0.0,0.0,0
8092,0.43684962299999996,44.0,0.0,0.577870564,2394.0,7.0,0.0,0.0,0.0,0.0,0
8093,0.9999998999999999,28.0,0.0,0.009456265,2960.0,0.0,1.0,0.0,0.0,2.0,0
8094,0.19958409300000002,65.0,0.0,0.174175645,6125.0,5.0,0.0,1.0,0.0,1.0,0
8095,0.056101303,64.0,0.0,0.34797858600000003,5416.0,13.0,0.0,1.0,0.0,0.0,0
8096,0.116737335,47.0,0.0,2250.0,5400.0,9.0,0.0,2.0,0.0,0.0,0
8097,0.638272346,71.0,0.0,0.147123088,2745.0,2.0,0.0,0.0,0.0,0.0,0
8098,0.079600845,60.0,0.0,2169.0,5400.0,7.0,0.0,1.0,0.0,0.0,0
8099,0.39472746700000005,56.0,0.0,2.468265867,2000.0,8.0,0.0,2.0,0.0,0.0,0
8100,0.505345743,49.0,0.0,0.428905597,5984.0,9.0,0.0,2.0,0.0,1.0,0
8101,0.007829819,72.0,0.0,81.0,5400.0,6.0,0.0,0.0,0.0,0.0,0
8102,0.09329912900000001,42.0,0.0,0.29552272,9000.0,7.0,0.0,1.0,0.0,2.0,0
8103,0.266548151,67.0,0.0,0.176448806,5400.0,13.0,0.0,1.0,0.0,0.0,0
8104,0.170782922,42.0,0.0,3081.0,5400.0,7.0,0.0,2.0,0.0,2.0,0
8105,0.504490853,48.0,4.0,0.815201435,6130.0,8.0,0.0,2.0,0.0,1.0,0
8106,0.147518552,68.0,0.0,0.115375931,4428.0,4.0,0.0,1.0,0.0,0.0,0
8107,0.06458064200000001,66.0,0.0,0.022494887999999998,4889.0,7.0,0.0,0.0,0.0,1.0,0
8108,0.13702261,60.0,0.0,1774.0,5400.0,4.0,0.0,2.0,0.0,0.0,0
8109,0.9999998999999999,58.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,3.0,0
8110,0.536695805,63.0,0.0,0.40076112399999997,6831.0,8.0,0.0,2.0,0.0,0.0,0
8111,0.045634688,61.0,0.0,754.0,5400.0,4.0,0.0,1.0,0.0,0.0,0
8112,0.9694455759999999,74.0,0.0,1.205323194,1577.0,5.0,0.0,0.0,0.0,0.0,0
8113,0.178227827,45.0,0.0,0.294970503,10000.0,8.0,0.0,1.0,0.0,2.0,0
8114,1.011451874,28.0,0.0,0.7980916029999999,2619.0,11.0,0.0,1.0,0.0,2.0,0
8115,0.078538791,75.0,0.0,0.27333706,1788.0,10.0,0.0,1.0,0.0,0.0,0
8116,0.173714183,34.0,0.0,0.63984004,4000.0,9.0,0.0,2.0,0.0,1.0,0
8117,0.465725189,52.0,0.0,0.25226807100000004,6833.0,10.0,0.0,1.0,0.0,0.0,0
8118,0.57700489,41.0,0.0,4441.0,5400.0,8.0,0.0,2.0,0.0,0.0,0
8119,0.289707521,59.0,2.0,1.0157336259999998,5465.0,12.0,0.0,1.0,0.0,0.0,0
8120,0.164378083,49.0,1.0,0.856978365,16500.0,12.0,0.0,1.0,0.0,2.0,0
8121,0.09457728800000001,72.0,0.0,1151.0,0.0,15.0,0.0,0.0,0.0,0.0,0
8122,0.052796983,40.0,0.0,0.12303707300000001,6176.0,6.0,0.0,0.0,0.0,1.0,0
8123,0.695262697,44.0,0.0,0.465914915,1950.0,13.0,0.0,0.0,0.0,3.0,0
8124,0.036805318999999996,42.0,0.0,0.354117433,5500.0,5.0,0.0,2.0,0.0,2.0,0
8125,0.7003918840000001,49.0,0.0,0.865083252,4083.0,14.0,0.0,2.0,0.0,2.0,0
8126,0.994300142,47.0,0.0,0.10207050000000001,11687.0,2.0,0.0,0.0,0.0,0.0,1
8127,0.9999998999999999,64.0,0.0,1673.0,5400.0,1.0,1.0,0.0,0.0,0.0,0
8128,0.018078887,56.0,0.0,1881.0,5400.0,17.0,0.0,1.0,0.0,0.0,0
8129,0.199789511,45.0,0.0,0.610675281,6500.0,6.0,0.0,2.0,0.0,2.0,0
8130,0.026293561,68.0,0.0,0.086463993,8650.0,5.0,0.0,1.0,0.0,1.0,0
8131,0.128402191,31.0,0.0,0.19814009300000002,6666.0,11.0,0.0,0.0,0.0,0.0,0
8132,0.037537517,64.0,0.0,0.029027576,6200.0,14.0,0.0,0.0,0.0,0.0,0
8133,0.286335141,55.0,0.0,0.309734513,1920.0,5.0,0.0,0.0,0.0,0.0,0
8134,0.09586570900000001,43.0,0.0,87.0,5400.0,4.0,0.0,0.0,0.0,0.0,0
8135,0.081796728,77.0,0.0,0.528745209,6000.0,4.0,0.0,2.0,0.0,0.0,0
8136,0.087127525,30.0,0.0,0.116993554,7290.0,10.0,0.0,1.0,0.0,0.0,0
8137,0.021798774,84.0,0.0,0.013995335,3000.0,14.0,0.0,0.0,0.0,0.0,0
8138,0.106206648,32.0,1.0,0.30602610399999997,3600.0,9.0,0.0,1.0,0.0,0.0,0
8139,0.233763892,69.0,1.0,0.23073432,11016.0,11.0,0.0,1.0,0.0,0.0,0
8140,0.050855178,42.0,0.0,0.100813625,42156.0,8.0,0.0,1.0,0.0,2.0,1
8141,0.287165063,48.0,0.0,0.36457957399999996,5400.0,10.0,0.0,3.0,0.0,0.0,0
8142,0.02435599,38.0,0.0,0.419286746,9000.0,14.0,0.0,2.0,0.0,1.0,0
8143,0.003941929,31.0,0.0,0.067671486,3250.0,2.0,0.0,0.0,0.0,2.0,0
8144,0.046221474000000005,49.0,0.0,0.29458527100000004,6666.0,13.0,0.0,2.0,0.0,1.0,0
8145,0.048243825,60.0,0.0,2988.0,5400.0,11.0,0.0,2.0,0.0,0.0,0
8146,0.281434206,47.0,1.0,0.188086573,10441.0,11.0,0.0,0.0,0.0,0.0,0
8147,0.0,54.0,0.0,0.353863382,6250.0,8.0,0.0,1.0,0.0,0.0,0
8148,0.015261541000000002,72.0,0.0,0.609884332,950.0,6.0,0.0,0.0,0.0,0.0,0
8149,0.561064795,31.0,0.0,0.112084738,10384.0,11.0,0.0,0.0,0.0,0.0,0
8150,0.15821859900000002,35.0,0.0,2103.0,5400.0,6.0,0.0,1.0,0.0,0.0,0
8151,0.18079767100000002,42.0,0.0,0.28540243600000004,14200.0,7.0,0.0,1.0,0.0,2.0,0
8152,0.183640818,71.0,0.0,1907.0,5400.0,4.0,0.0,2.0,0.0,0.0,0
8153,0.446607119,58.0,0.0,0.545434348,4500.0,8.0,0.0,1.0,1.0,0.0,0
8154,0.9999998999999999,54.0,1.0,0.8944409740000001,1600.0,2.0,0.0,1.0,1.0,2.0,0
8155,0.112072613,69.0,0.0,0.067395907,2833.0,3.0,0.0,1.0,0.0,0.0,0
8156,0.032885793999999996,71.0,0.0,2336.0,5400.0,4.0,0.0,1.0,0.0,0.0,0
8157,0.40022609,64.0,0.0,0.252106842,7000.0,18.0,0.0,1.0,0.0,3.0,0
8158,0.013282087,55.0,0.0,0.165575916,4583.0,7.0,0.0,1.0,0.0,0.0,0
8159,0.252385841,60.0,0.0,0.709258148,5000.0,3.0,0.0,1.0,0.0,0.0,0
8160,0.9444222309999999,24.0,1.0,70.0,5400.0,1.0,0.0,0.0,0.0,0.0,1
8161,0.016110753000000002,34.0,0.0,0.34253819,1701.0,4.0,0.0,0.0,0.0,0.0,0
8162,0.016970596,61.0,1.0,0.099215505,4333.0,13.0,0.0,0.0,0.0,4.0,0
8163,0.153709804,52.0,0.0,1179.0,5400.0,3.0,0.0,1.0,0.0,0.0,0
8164,0.019699343,53.0,0.0,0.290841965,9750.0,10.0,0.0,1.0,0.0,3.0,0
8165,0.123975159,63.0,0.0,0.7841220179999999,2556.0,15.0,0.0,1.0,0.0,1.0,0
8166,0.350038542,70.0,0.0,0.291102349,5832.0,8.0,0.0,0.0,0.0,1.0,0
8167,0.071084569,64.0,0.0,0.014099278,8581.0,6.0,0.0,0.0,0.0,0.0,0
8168,0.0,80.0,0.0,0.0,3300.0,3.0,0.0,0.0,0.0,0.0,0
8169,0.192734545,44.0,1.0,0.43709381799999997,6000.0,9.0,0.0,1.0,0.0,0.0,0
8170,0.128902147,46.0,0.0,515.0,5400.0,2.0,0.0,0.0,0.0,0.0,0
8171,0.003299835,45.0,0.0,0.34396873,11000.0,9.0,0.0,2.0,0.0,2.0,0
8172,0.042652449,30.0,0.0,0.001304915,2298.0,3.0,0.0,0.0,0.0,0.0,0
8173,0.302455804,71.0,0.0,0.343331548,5600.0,5.0,0.0,1.0,0.0,1.0,0
8174,0.042363387,34.0,0.0,0.37331334299999996,2000.0,3.0,0.0,0.0,0.0,0.0,0
8175,0.357020812,57.0,0.0,0.302048057,6200.0,14.0,0.0,1.0,0.0,0.0,0
8176,0.0,65.0,0.0,23.0,5400.0,8.0,0.0,0.0,0.0,0.0,0
8177,0.018398773,56.0,0.0,0.36457957399999996,5400.0,8.0,0.0,2.0,0.0,0.0,0
8178,0.9211986679999999,53.0,1.0,347.0,5400.0,2.0,0.0,0.0,0.0,0.0,0
8179,0.088445619,59.0,0.0,0.7301124529999999,2400.0,8.0,0.0,0.0,0.0,1.0,0
8180,0.038423078,65.0,0.0,0.07436182,900.0,5.0,0.0,0.0,0.0,0.0,0
8181,0.0,55.0,0.0,0.947473737,1998.0,7.0,0.0,1.0,0.0,1.0,0
8182,0.48930214,60.0,0.0,0.386519945,2907.0,9.0,0.0,1.0,0.0,0.0,1
8183,0.040740529,68.0,0.0,1.215178158,2160.0,8.0,0.0,1.0,0.0,0.0,0
8184,0.30148629600000004,64.0,1.0,0.31846815300000003,10000.0,13.0,0.0,1.0,0.0,1.0,0
8185,0.9601593629999999,49.0,1.0,0.16345036,4300.0,4.0,1.0,0.0,1.0,0.0,1
8186,0.9999998999999999,65.0,0.0,346.0,5400.0,3.0,0.0,0.0,0.0,0.0,0
8187,0.209217763,32.0,0.0,0.287492501,6667.0,7.0,0.0,2.0,0.0,1.0,0
8188,0.713406819,50.0,0.0,0.637382075,1695.0,10.0,1.0,0.0,0.0,0.0,0
8189,0.10306751900000001,86.0,0.0,0.275532377,2300.0,10.0,0.0,0.0,0.0,0.0,0
8190,0.132172601,47.0,0.0,0.23939888199999998,8583.0,11.0,0.0,3.0,0.0,3.0,0
8191,0.010809731999999999,80.0,1.0,0.446051838,3317.0,21.0,0.0,2.0,0.0,0.0,0
8192,0.05609071400000001,71.0,0.0,0.022386224,4064.0,6.0,0.0,0.0,0.0,0.0,0
8193,0.037153873,77.0,0.0,0.021591363,2500.0,7.0,0.0,0.0,0.0,2.0,0
8194,0.0,27.0,0.0,6.0,5400.0,4.0,0.0,0.0,0.0,0.0,0
8195,0.019021768999999997,74.0,0.0,0.223350254,6500.0,14.0,0.0,1.0,0.0,1.0,0
8196,0.644921637,45.0,2.0,0.825604021,12333.0,18.0,0.0,4.0,0.0,2.0,0
8197,0.09242507400000001,30.0,0.0,0.135732769,4250.0,6.0,0.0,0.0,0.0,0.0,0
8198,0.546881009,56.0,0.0,0.459378134,2990.0,4.0,0.0,1.0,0.0,0.0,0
8199,0.2009124,50.0,0.0,0.740378633,11250.0,12.0,0.0,3.0,0.0,1.0,0
8200,0.9999998999999999,40.0,1.0,1354.0,5400.0,3.0,1.0,2.0,0.0,0.0,0
8201,0.046746700999999995,46.0,0.0,409.0,5400.0,5.0,0.0,0.0,0.0,0.0,0
8202,0.15018462400000002,39.0,0.0,1.2003816790000001,1047.0,8.0,0.0,0.0,0.0,0.0,0
8203,0.041263492,61.0,0.0,0.010497376000000001,4000.0,2.0,0.0,0.0,0.0,1.0,0
8204,0.025648717999999997,69.0,0.0,15.0,5400.0,2.0,0.0,0.0,0.0,0.0,0
8205,0.104589541,63.0,0.0,0.225939776,5080.0,6.0,0.0,1.0,0.0,0.0,0
8206,0.39415483,33.0,0.0,0.30773538100000003,12500.0,6.0,0.0,2.0,0.0,1.0,0
8207,0.175728384,45.0,0.0,0.128327645,4394.0,7.0,0.0,0.0,0.0,3.0,0
8208,0.015553206000000002,35.0,0.0,3611.0,5400.0,12.0,0.0,2.0,0.0,0.0,0
8209,0.307204103,47.0,0.0,0.38965258700000005,4000.0,8.0,0.0,0.0,0.0,3.0,0
8210,0.278379748,43.0,0.0,0.334664537,10015.0,14.0,0.0,2.0,0.0,2.0,0
8211,0.749298602,66.0,0.0,1764.0,5400.0,5.0,0.0,1.0,0.0,0.0,0
8212,0.0,46.0,0.0,0.109591643,5264.0,6.0,0.0,0.0,0.0,2.0,0
8213,0.10535244,83.0,1.0,0.262655602,2409.0,12.0,0.0,0.0,0.0,0.0,0
8214,0.157137145,59.0,0.0,0.26491169600000003,3000.0,8.0,0.0,0.0,0.0,1.0,0
8215,0.111996204,72.0,0.0,0.543966152,5435.0,10.0,0.0,2.0,0.0,0.0,0
8216,0.210251472,51.0,1.0,0.784920752,6750.0,10.0,2.0,4.0,1.0,2.0,1
8217,0.0,33.0,0.0,0.162894042,7200.0,9.0,0.0,1.0,0.0,3.0,0
8218,0.141662529,38.0,0.0,0.208537342,14500.0,13.0,0.0,1.0,0.0,0.0,0
8219,0.084970028,44.0,0.0,0.46676661700000005,2000.0,4.0,0.0,1.0,0.0,1.0,0
8220,0.41181161,68.0,0.0,0.85163835,3295.0,11.0,0.0,1.0,0.0,0.0,0
8221,0.269328468,45.0,0.0,1177.0,5400.0,9.0,0.0,1.0,0.0,2.0,0
8222,0.01564453,61.0,0.0,0.203265578,3000.0,7.0,0.0,0.0,0.0,0.0,0
8223,0.550518076,52.0,1.0,1.762067284,2050.0,13.0,0.0,3.0,0.0,0.0,0
8224,0.0,62.0,0.0,2.764705882,50.0,13.0,0.0,0.0,0.0,0.0,0
8225,0.074330748,57.0,0.0,0.12171507599999999,5060.0,9.0,0.0,0.0,0.0,0.0,0
8226,0.007950421,61.0,0.0,963.0,5400.0,7.0,0.0,1.0,0.0,0.0,0
8227,0.137391164,51.0,0.0,0.361627744,7150.0,7.0,0.0,2.0,0.0,0.0,0
8228,0.0,45.0,2.0,0.19602494199999998,5131.0,6.0,1.0,1.0,1.0,2.0,1
8229,0.19526474800000002,32.0,0.0,0.19347319300000002,1286.0,6.0,0.0,0.0,0.0,2.0,0
8230,0.01322344,64.0,0.0,41.0,5400.0,15.0,0.0,0.0,0.0,0.0,0
8231,0.377837035,43.0,0.0,0.24227042,6500.0,8.0,0.0,1.0,0.0,2.0,0
8232,0.046757191,64.0,0.0,0.679064187,5000.0,8.0,0.0,1.0,0.0,0.0,0
